songFileName,song_sample_n,song_response_rate,song_mean_rt,song_median_rt,song_mc_accuracy,mean_note_rate,song_mean_alpha_power,song_mean_beta_power,song_name_clean
ob la di ob la da.wav,15,0.4,6.999491166665393,7.166002599995409,0.5333333333333333,2.002833718971895,4.666140785076441e-13,1.6513176416816824e-13,ob la di ob la da
oh susanna.wav,23,0.6956521739130435,4.389439662510085,4.657905650048633,0.2608695652173913,2.605718290099532,9.757654569851883e-13,2.0102511383880357e-13,oh susanna
oh where has my little dog gone.wav,18,0.3888888888888889,4.277322328563189,3.773924399982207,0.6111111111111112,2.4259127622579872,8.015356589402765e-13,2.108424557436751e-13,oh where has my little dog gone
old gray mare.wav,15,0.26666666666666666,6.3843580000057045,7.103914149998673,0.4666666666666667,2.876834935841821,5.392274269117719e-13,5.904757180102381e-13,old gray mare
old king cole.wav,18,0.2222222222222222,5.797196975005136,7.060451150005974,0.4444444444444444,2.6806909665580307,8.422947016287136e-13,1.814760498309107e-13,old king cole
old mcdonald.wav,16,1.0,2.94285208125234,2.3843282500019995,0.875,0.8804404964999346,6.730712483921782e-13,1.5795682761692062e-13,old mcdonald
on top of old smokey.wav,18,0.4444444444444444,6.071482225013824,6.444624200041289,0.4444444444444444,1.3325469720369538,4.759837444697079e-13,1.5885754253873403e-13,on top of old smokey
over the rainbow.wav,15,0.6666666666666666,5.748862429978908,4.4185697998909745,0.8,0.8804538290844253,8.143249114779042e-13,1.9865110532747756e-13,over the rainbow
over the river and through the woods.wav,19,0.631578947368421,6.927159283332003,6.079534999997122,0.6842105263157895,3.2346545960457123,5.860990636136422e-13,1.8995717292603343e-13,over the river and through the woods
peanuts.wav,20,0.55,3.5896888817968913,1.844390299999759,0.45,2.0443235756992393,4.5160625494084233e-13,1.5604224628218084e-13,peanuts
peter and the wolf.wav,19,0.15789473684210525,3.044135699998151,2.897608800005401,0.3157894736842105,1.4377935676708515,4.421135136844741e-13,1.701303385996053e-13,peter and the wolf
polly wolly doodle.wav,20,0.85,4.853798135289895,4.758549099991797,0.6,2.174504867500736,5.329711111132222e-13,1.6856003708432603e-13,polly wolly doodle
pop goes the weasel.wav,16,0.875,3.003007885706211,2.9835551000287523,0.875,1.4546941458343579,1.0317009072613556e-12,2.6983533302073673e-13,pop goes the weasel
popeye the sailorman.wav,15,0.2,4.413098966654313,3.985131699999329,0.4,2.575461536387728,5.239791161522585e-13,2.1958658407031168e-13,popeye the sailorman
puff the magic dragon.wav,20,0.35,6.388328328567305,7.126745600020513,0.5,1.8696544158397717,6.130707030587638e-13,1.946959204305559e-13,puff the magic dragon
ring around the rosie.wav,19,0.7894736842105263,3.7177239200042096,3.871024899999611,0.8947368421052632,1.3281355626238156,1.3572135258656769e-12,2.1644622747460044e-13,ring around the rosie
ring of fire.wav,20,0.55,5.881434536356954,6.461035699991044,0.7,1.4237604884750759,5.58389205894538e-13,1.7759584179696401e-13,ring of fire
rock-a-bye baby.wav,18,0.7222222222222222,3.3867903461499598,3.393968499993207,0.7777777777777778,1.3658615483956704,7.558017196723205e-13,1.767302924475849e-13,rock-a-bye baby
row your boat.wav,17,1.0,3.437907311762127,2.742765499977395,0.9411764705882353,1.114828973285707,6.296878900113631e-13,1.6174146205647204e-13,row your boat
rubber duckie.wav,15,0.26666666666666666,7.056345250006416,6.31161884998437,0.3333333333333333,1.7749782124713842,1.1096129705351477e-12,1.981994705025717e-13,rubber duckie
rudolph.wav,16,0.6875,3.1757160272801146,2.109947999939322,0.8125,1.221024452081973,5.549646421259704e-13,1.6440651298942386e-13,rudolph
sesame street.wav,16,0.25,4.3471109500133025,3.668111900049553,0.4375,1.3119912557294409,5.609182055559967e-13,1.7599186418665674e-13,sesame street
she'll be coming 'round the mountain.wav,19,0.8421052631578947,5.109622106238248,5.522124300005089,0.7368421052631579,1.6193789023606486,5.710480741320334e-13,1.7009445758815703e-13,she'll be coming 'round the mountain
shoo fly.wav,16,0.5625,4.633306733368146,4.469525699998485,0.5,1.419754483767859,1.1697213695259772e-12,2.4818759729200207e-13,shoo fly
skip to my lou.wav,17,0.7647058823529411,4.133029453849024,3.311875400017016,0.7058823529411765,1.2787450259991195,5.653563296788205e-13,1.7983070622181218e-13,skip to my lou
smoke on the water.wav,17,0.5882352941176471,4.4740729099954475,3.554426599985163,0.47058823529411764,0.8730576609396321,1.3518660588447086e-12,1.6655727329215841e-13,smoke on the water
smooth criminal.wav,16,0.625,3.6775933200042346,3.478685950009094,0.625,2.0112271080238253,6.972387473345447e-13,1.9764472973908411e-13,smooth criminal
star spangled banner.wav,20,0.8,3.579537187470237,3.708192450008937,0.75,0.9450740387583055,5.502969520024645e-13,1.6617023959858064e-13,star spangled banner
sugar sugar.wav,20,0.6,5.303612283343075,5.6082098499682616,0.75,1.4353354279599961,1.3293829738787194e-12,2.0648980868445866e-13,sugar sugar
super mario world.wav,19,0.631578947368421,5.733241908337125,4.388978799965116,0.3684210526315789,2.991610581406961,8.089623717475166e-13,1.7613277041148024e-13,super mario world
swing low sweet chariot.wav,16,0.375,6.451590766661259,6.235167899991211,0.4375,2.4271824344968644,1.4897185528834912e-12,2.187561355798308e-13,swing low sweet chariot
take me out to the ballgame.wav,16,0.5,4.1551957374904305,4.353288149890432,0.8125,0.9950583338603297,5.742100962856405e-13,1.5861912842816915e-13,take me out to the ballgame
teddy bear picnic.wav,13,0.46153846153846156,4.636352633310405,4.027733499962778,0.46153846153846156,2.2685183960490694,6.039941379623218e-13,1.584812339127855e-13,teddy bear picnic
tequila.wav,18,0.7222222222222222,3.7536607461587175,3.399302500009071,0.5,1.7112610385760156,7.580740724838193e-13,1.8187605229190288e-13,tequila
the bare necessities.wav,19,0.2631578947368421,5.305422500008353,5.213901900000565,0.5263157894736842,2.0589337604772866,8.182254820304393e-13,1.6482754305633422e-13,the bare necessities
the brady bunch.wav,14,0.14285714285714285,6.53285150002921,6.53285150002921,0.2857142857142857,1.7217364026048556,6.199122283172058e-13,1.5210201265547694e-13,the brady bunch
the farmer in the dell.wav,13,0.7692307692307693,4.276517470011458,4.699095500011026,0.6923076923076923,1.3674894225450005,1.256894257981512e-12,1.9163412653078256e-13,the farmer in the dell
the muffin man.wav,14,0.8571428571428571,4.601825975031413,4.1281703500062585,0.6428571428571429,1.523419145491085,1.1746266905542644e-12,2.012826280590779e-13,the muffin man
there's a hole in the bucket.wav,17,0.23529411764705882,3.359450424994975,2.9234869499923666,0.4117647058823529,1.9506563854393173,9.957525386060052e-13,1.8989264210913604e-13,there's a hole in the bucket
this old man.wav,20,0.95,4.164023610497105,3.952299900003709,0.5,1.1853571381095471,7.240563184053952e-13,1.691047637877708e-13,this old man
three blind mice.wav,14,0.7857142857142857,3.946657245472042,3.165031299984548,0.5714285714285714,1.3731914707016872,8.471835309170672e-13,1.8633789546444013e-13,three blind mice
when the saints go marching in.wav,16,0.25,3.4275980250095017,2.9676875000004657,0.6875,1.3281407213514456,6.096127733736501e-13,1.9279861290801083e-13,when the saints go marching in
wouldn't it be nice.wav,16,0.3125,4.817745979997563,5.566755400010152,0.625,1.4991478565517324,7.065469974555309e-13,2.6273703167196637e-13,wouldn't it be nice
yankee doodle.wav,20,0.7,4.1855337142765165,3.9051440999942315,0.75,1.5273571542286972,7.399855800357026e-13,3.4675592557890314e-13,yankee doodle
you're a grand old flag.wav,19,0.21052631578947367,5.116712350016314,5.783277399998042,0.3684210526315789,2.838209017039953,9.1147077984829e-13,1.6733052895949564e-13,you're a grand old flag
